rodada,ano,mandante,visitante,vencedor,mandante_Placar,visitante_Placar
35,2014,Athletico-PR,Santos,-,1,1
35,2014,Botafogo-RJ,Figueirense,Figueirense,0,1
35,2014,Goias,Corinthians,Corinthians,0,1
35,2014,Vitoria,Coritiba,-,1,1
35,2014,Criciuma,Bahia,Bahia,0,1
35,2014,Atletico-MG,Flamengo,Atletico-MG,4,0
35,2014,Palmeiras,Sport,Sport,0,2
35,2014,Fluminense,Chapecoense,Chapecoense,1,4
35,2014,Gremio,Cruzeiro,Cruzeiro,1,2
36,2014,Internacional,Atletico-MG,Internacional,2,1
36,2014,Bahia,Athletico-PR,Athletico-PR,1,2
36,2014,Flamengo,Criciuma,-,1,1
36,2014,Santos,Sao Paulo,Sao Paulo,0,1
36,2014,Sport,Fluminense,-,2,2
36,2014,Cruzeiro,Goias,Cruzeiro,2,1
36,2014,Figueirense,Vitoria,Figueirense,2,0
36,2014,Chapecoense,Botafogo-RJ,Chapecoense,2,0
36,2014,Corinthians,Gremio,Corinthians,1,0
36,2014,Coritiba,Palmeiras,Coritiba,2,0
37,2014,Criciuma,Sport,-,2,2
37,2014,Internacional,Palmeiras,Internacional,3,1
37,2014,Flamengo,Vitoria,Flamengo,4,0
37,2014,Fluminense,Corinthians,Fluminense,5,2
37,2014,Chapecoense,Cruzeiro,-,1,1
37,2014,Santos,Botafogo-RJ,Santos,2,0
37,2014,Sao Paulo,Figueirense,-,1,1
37,2014,Athletico-PR,Goias,Athletico-PR,1,0
37,2014,Atletico-MG,Coritiba,Coritiba,1,2
37,2014,Bahia,Gremio,Bahia,1,0
38,2014,Corinthians,Criciuma,Corinthians,2,1
38,2014,Figueirense,Internacional,Internacional,1,2
38,2014,Botafogo-RJ,Atletico-MG,-,0,0
38,2014,Gremio,Flamengo,-,1,1
38,2014,Goias,Chapecoense,Goias,4,2
38,2014,Vitoria,Santos,Santos,0,1
38,2014,Sport,Sao Paulo,Sport,1,0
38,2014,Coritiba,Bahia,Coritiba,3,2
38,2014,Palmeiras,Athletico-PR,-,1,1
38,2014,Cruzeiro,Fluminense,Cruzeiro,2,1
1,2015,Chapecoense,Coritiba,Chapecoense,2,1
1,2015,Palmeiras,Atletico-MG,-,2,2
1,2015,Fluminense,Joinville,Fluminense,1,0
1,2015,Gremio,Ponte Preta,-,3,3
1,2015,Cruzeiro,Corinthians,Corinthians,0,1
1,2015,Sport,Figueirense,Sport,4,1
1,2015,Athletico-PR,Internacional,Athletico-PR,3,0
1,2015,Sao Paulo,Flamengo,Sao Paulo,2,1
1,2015,Vasco,Goias,-,0,0
1,2015,Avai,Santos,-,1,1
2,2015,Goias,Athletico-PR,Goias,2,0
2,2015,Coritiba,Gremio,Coritiba,2,0
2,2015,Corinthians,Chapecoense,Corinthians,1,0
2,2015,Figueirense,Vasco,-,0,0
2,2015,Atletico-MG,Fluminense,Atletico-MG,4,1
2,2015,Flamengo,Sport,-,2,2
2,2015,Santos,Cruzeiro,Santos,1,0
2,2015,Internacional,Avai,Internacional,1,0
2,2015,Joinville,Palmeiras,-,0,0
2,2015,Ponte Preta,Sao Paulo,Ponte Preta,1,0
3,2015,Vasco,Internacional,-,1,1
3,2015,Sao Paulo,Joinville,Sao Paulo,3,0
3,2015,Gremio,Figueirense,Gremio,1,0
3,2015,Palmeiras,Goias,Goias,0,1
3,2015,Chapecoense,Santos,Chapecoense,1,0
3,2015,Athletico-PR,Atletico-MG,Athletico-PR,1,0
3,2015,Fluminense,Corinthians,-,0,0
3,2015,Avai,Flamengo,Avai,2,1
3,2015,Cruzeiro,Ponte Preta,-,1,1
3,2015,Sport,Coritiba,Sport,1,0
4,2015,Ponte Preta,Chapecoense,Ponte Preta,3,1
4,2015,Coritiba,Avai,Avai,1,2
4,2015,Joinville,Athletico-PR,Athletico-PR,1,2
4,2015,Santos,Sport,-,2,2
4,2015,Atletico-MG,Vasco,Atletico-MG,3,0
4,2015,Goias,Gremio,-,1,1
4,2015,Internacional,Sao Paulo,-,0,0
4,2015,Corinthians,Palmeiras,Palmeiras,0,2
4,2015,Flamengo,Fluminense,Fluminense,2,3
4,2015,Figueirense,Cruzeiro,Figueirense,2,1
5,2015,Athletico-PR,Figueirense,Athletico-PR,1,0
5,2015,Vasco,Ponte Preta,Ponte Preta,0,3
5,2015,Chapecoense,Joinville,Chapecoense,2,0
5,2015,Sao Paulo,Santos,Sao Paulo,3,2
5,2015,Gremio,Corinthians,Gremio,3,1
5,2015,Avai,Atletico-MG,Atletico-MG,1,4
5,2015,Cruzeiro,Flamengo,Cruzeiro,1,0
5,2015,Fluminense,Coritiba,Fluminense,2,0
5,2015,Sport,Goias,Sport,1,0
5,2015,Palmeiras,Internacional,-,1,1
6,2015,Flamengo,Chapecoense,Flamengo,1,0
6,2015,Atletico-MG,Cruzeiro,Cruzeiro,1,3
6,2015,Santos,Ponte Preta,-,2,2
6,2015,Joinville,Corinthians,Corinthians,0,1
6,2015,Athletico-PR,Vasco,Athletico-PR,2,0
6,2015,Sao Paulo,Gremio,Sao Paulo,2,0
6,2015,Internacional,Coritiba,Internacional,2,0
6,2015,Goias,Avai,Avai,0,1
6,2015,Fluminense,Sport,-,0,0
6,2015,Figueirense,Palmeiras,Figueirense,2,1
7,2015,Atletico-MG,Santos,-,2,2
7,2015,Corinthians,Internacional,Corinthians,2,1
7,2015,Chapecoense,Sao Paulo,Sao Paulo,0,1
7,2015,Coritiba,Flamengo,Flamengo,0,1
7,2015,Sport,Joinville,Sport,2,1
7,2015,Vasco,Cruzeiro,Cruzeiro,1,3
7,2015,Ponte Preta,Goias,-,0,0
7,2015,Palmeiras,Fluminense,Palmeiras,2,1
7,2015,Avai,Figueirense,-,1,1
7,2015,Gremio,Athletico-PR,Gremio,2,1
8,2015,Figueirense,Internacional,-,0,0
8,2015,Sport,Vasco,Sport,2,1
8,2015,Flamengo,Atletico-MG,Atletico-MG,0,2
8,2015,Santos,Corinthians,Santos,1,0
8,2015,Gremio,Palmeiras,Gremio,1,0
8,2015,Cruzeiro,Chapecoense,Chapecoense,0,1
8,2015,Joinville,Goias,Joinville,2,1
8,2015,Sao Paulo,Avai,-,1,1
8,2015,Athletico-PR,Coritiba,-,2,2
8,2015,Fluminense,Ponte Preta,Fluminense,2,0
9,2015,Avai,Gremio,Gremio,1,2
9,2015,Chapecoense,Sport,-,1,1
9,2015,Corinthians,Figueirense,Corinthians,2,1
9,2015,Atletico-MG,Joinville,Atletico-MG,1,0
9,2015,Palmeiras,Sao Paulo,Palmeiras,4,0
9,2015,Goias,Fluminense,Fluminense,1,2
9,2015,Ponte Preta,Athletico-PR,Ponte Preta,2,1
9,2015,Coritiba,Cruzeiro,Coritiba,1,0
9,2015,Vasco,Flamengo,Vasco,1,0
9,2015,Internacional,Santos,Internacional,1,0
10,2015,Sport,Internacional,Sport,3,0
10,2015,Vasco,Avai,Vasco,1,0
10,2015,Palmeiras,Chapecoense,Palmeiras,2,0
10,2015,Atletico-MG,Coritiba,Atletico-MG,2,0
10,2015,Gremio,Cruzeiro,Gremio,1,0
10,2015,Joinville,Flamengo,Flamengo,0,1
10,2015,Athletico-PR,Sao Paulo,Athletico-PR,2,1
10,2015,Figueirense,Goias,Figueirense,3,1
10,2015,Corinthians,Ponte Preta,Corinthians,2,0
10,2015,Fluminense,Santos,Fluminense,2,1
11,2015,Coritiba,Joinville,-,0,0
11,2015,Cruzeiro,Athletico-PR,Cruzeiro,2,0
11,2015,Chapecoense,Vasco,Chapecoense,1,0
11,2015,Avai,Sport,-,2,2
11,2015,Goias,Corinthians,-,0,0
11,2015,Santos,Gremio,Gremio,1,3
11,2015,Sao Paulo,Fluminense,-,0,0
11,2015,Ponte Preta,Palmeiras,Palmeiras,0,2
11,2015,Flamengo,Figueirense,Figueirense,1,2
11,2015,Internacional,Atletico-MG,Atletico-MG,1,3
12,2015,Goias,Santos,Goias,4,1
12,2015,Chapecoense,Gremio,Chapecoense,1,0
12,2015,Coritiba,Ponte Preta,-,0,0
12,2015,Palmeiras,Avai,Palmeiras,3,0
12,2015,Figueirense,Joinville,Joinville,0,2
12,2015,Atletico-MG,Sport,Atletico-MG,2,1
12,2015,Internacional,Flamengo,Flamengo,1,2
12,2015,Vasco,Sao Paulo,Sao Paulo,0,4
12,2015,Corinthians,Athletico-PR,Corinthians,2,0
12,2015,Fluminense,Cruzeiro,Fluminense,1,0
13,2015,Santos,Figueirense,Santos,3,0
13,2015,Gremio,Vasco,Gremio,2,0
13,2015,Ponte Preta,Atletico-MG,Atletico-MG,0,2
13,2015,Sao Paulo,Coritiba,Sao Paulo,3,1
13,2015,Flamengo,Corinthians,Corinthians,0,3
13,2015,Joinville,Internacional,Internacional,0,2
13,2015,Athletico-PR,Fluminense,Fluminense,1,2
13,2015,Cruzeiro,Goias,Cruzeiro,1,0
13,2015,Sport,Palmeiras,-,2,2
13,2015,Avai,Chapecoense,Avai,2,1
14,2015,Internacional,Goias,Internacional,2,1
14,2015,Flamengo,Gremio,Flamengo,1,0
14,2015,Corinthians,Atletico-MG,Corinthians,1,0
14,2015,Athletico-PR,Chapecoense,Athletico-PR,1,0
14,2015,Figueirense,Coritiba,-,0,0
14,2015,Fluminense,Vasco,Vasco,1,2
14,2015,Palmeiras,Santos,Palmeiras,1,0
14,2015,Sport,Sao Paulo,Sport,2,0
14,2015,Cruzeiro,Avai,-,1,1
14,2015,Joinville,Ponte Preta,-,1,1
15,2015,Avai,Athletico-PR,Athletico-PR,1,2
15,2015,Gremio,Sport,-,1,1
15,2015,Atletico-MG,Figueirense,Atletico-MG,1,0
15,2015,Santos,Joinville,Santos,2,0
15,2015,Chapecoense,Fluminense,Chapecoense,2,1
15,2015,Ponte Preta,Internacional,-,0,0
15,2015,Goias,Flamengo,Flamengo,0,1
15,2015,Coritiba,Corinthians,-,1,1
15,2015,Sao Paulo,Cruzeiro,Sao Paulo,1,0
15,2015,Vasco,Palmeiras,Palmeiras,1,4
16,2015,Corinthians,Vasco,Corinthians,3,0
16,2015,Atletico-MG,Sao Paulo,Atletico-MG,3,1
16,2015,Fluminense,Gremio,Fluminense,1,0
16,2015,Palmeiras,Athletico-PR,Athletico-PR,0,1
16,2015,Coritiba,Goias,-,1,1
16,2015,Joinville,Avai,Joinville,2,0
16,2015,Internacional,Chapecoense,-,0,0
16,2015,Figueirense,Ponte Preta,Figueirense,3,1
16,2015,Flamengo,Santos,-,2,2
16,2015,Sport,Cruzeiro,-,0,0
17,2015,Avai,Fluminense,Avai,1,0
17,2015,Santos,Coritiba,Santos,3,0
17,2015,Athletico-PR,Sport,-,1,1
17,2015,Vasco,Joinville,-,0,0
17,2015,Ponte Preta,Flamengo,Ponte Preta,1,0
17,2015,Cruzeiro,Palmeiras,Cruzeiro,2,1
17,2015,Goias,Atletico-MG,-,0,0
17,2015,Sao Paulo,Corinthians,-,1,1
17,2015,Gremio,Internacional,Gremio,5,0
17,2015,Chapecoense,Figueirense,-,2,2
18,2015,Flamengo,Athletico-PR,Flamengo,3,2
18,2015,Coritiba,Palmeiras,Coritiba,2,1
18,2015,Santos,Vasco,Santos,1,0
18,2015,Goias,Chapecoense,-,0,0
18,2015,Figueirense,Sao Paulo,Sao Paulo,0,2
18,2015,Internacional,Fluminense,Internacional,1,0
18,2015,Corinthians,Sport,Corinthians,4,3
18,2015,Ponte Preta,Avai,Ponte Preta,2,0
18,2015,Atletico-MG,Gremio,Gremio,0,2
18,2015,Joinville,Cruzeiro,Joinville,3,0
19,2015,Vasco,Coritiba,Coritiba,0,1
19,2015,Athletico-PR,Santos,-,0,0
19,2015,Sao Paulo,Goias,Goias,0,3
19,2015,Palmeiras,Flamengo,Palmeiras,4,2
19,2015,Fluminense,Figueirense,Fluminense,2,1
19,2015,Cruzeiro,Internacional,-,0,0
19,2015,Sport,Ponte Preta,-,1,1
19,2015,Avai,Corinthians,Corinthians,1,2
19,2015,Gremio,Joinville,Gremio,2,1
19,2015,Chapecoense,Atletico-MG,Chapecoense,2,1
20,2015,Goias,Vasco,Goias,3,0
20,2015,Santos,Avai,Santos,5,2
20,2015,Figueirense,Sport,Figueirense,2,1
20,2015,Coritiba,Chapecoense,Coritiba,1,0
20,2015,Ponte Preta,Gremio,-,0,0
20,2015,Joinville,Fluminense,Joinville,2,1
20,2015,Internacional,Athletico-PR,Internacional,2,0
20,2015,Corinthians,Cruzeiro,Corinthians,3,0
20,2015,Flamengo,Sao Paulo,Flamengo,2,1
20,2015,Atletico-MG,Palmeiras,Atletico-MG,2,1
21,2015,Vasco,Figueirense,Figueirense,0,1
21,2015,Sao Paulo,Ponte Preta,Sao Paulo,3,0
21,2015,Gremio,Coritiba,-,0,0
21,2015,Avai,Internacional,Avai,3,0
21,2015,Palmeiras,Joinville,Palmeiras,3,2
21,2015,Fluminense,Atletico-MG,Atletico-MG,1,2
21,2015,Sport,Flamengo,Flamengo,0,1
21,2015,Chapecoense,Corinthians,Corinthians,1,3
21,2015,Cruzeiro,Santos,Santos,0,1
21,2015,Athletico-PR,Goias,Athletico-PR,3,0
22,2015,Ponte Preta,Cruzeiro,Cruzeiro,1,2
22,2015,Internacional,Vasco,Internacional,6,0
22,2015,Joinville,Sao Paulo,-,0,0
22,2015,Atletico-MG,Athletico-PR,Athletico-PR,0,1
22,2015,Flamengo,Avai,Flamengo,3,0
22,2015,Goias,Palmeiras,Goias,1,0
22,2015,Corinthians,Fluminense,Corinthians,2,0
22,2015,Coritiba,Sport,-,0,0
22,2015,Santos,Chapecoense,Santos,3,1
22,2015,Figueirense,Gremio,Gremio,0,2
23,2015,Sao Paulo,Internacional,Sao Paulo,2,0
23,2015,Vasco,Atletico-MG,Atletico-MG,1,2
23,2015,Athletico-PR,Joinville,-,0,0
23,2015,Cruzeiro,Figueirense,Cruzeiro,5,1
23,2015,Chapecoense,Ponte Preta,-,0,0
23,2015,Gremio,Goias,Gremio,2,1
23,2015,Palmeiras,Corinthians,-,3,3
23,2015,Fluminense,Flamengo,Flamengo,1,3
23,2015,Avai,Coritiba,Coritiba,0,2
23,2015,Sport,Santos,-,1,1
24,2015,Ponte Preta,Vasco,Vasco,0,1
24,2015,Atletico-MG,Avai,Atletico-MG,2,0
24,2015,Internacional,Palmeiras,Internacional,1,0
24,2015,Figueirense,Athletico-PR,-,1,1
24,2015,Santos,Sao Paulo,Santos,3,0
24,2015,Corinthians,Gremio,-,1,1
24,2015,Coritiba,Fluminense,-,1,1
24,2015,Goias,Sport,Goias,1,0
24,2015,Joinville,Chapecoense,-,0,0
24,2015,Flamengo,Cruzeiro,Flamengo,2,0
25,2015,Coritiba,Internacional,Internacional,0,1
25,2015,Palmeiras,Figueirense,Palmeiras,2,0
25,2015,Corinthians,Joinville,Corinthians,3,0
25,2015,Ponte Preta,Santos,Ponte Preta,3,1
25,2015,Cruzeiro,Atletico-MG,-,1,1
25,2015,Gremio,Sao Paulo,Sao Paulo,1,2
25,2015,Chapecoense,Flamengo,Flamengo,1,3
25,2015,Vasco,Athletico-PR,Vasco,2,0
25,2015,Sport,Fluminense,Sport,1,0
25,2015,Avai,Goias,Avai,2,1
26,2015,Goias,Ponte Preta,Ponte Preta,1,2
26,2015,Joinville,Sport,-,1,1
26,2015,Fluminense,Palmeiras,Palmeiras,1,4
26,2015,Athletico-PR,Gremio,Gremio,1,2
26,2015,Figueirense,Avai,Avai,0,1
26,2015,Santos,Atletico-MG,Santos,4,0
26,2015,Internacional,Corinthians,Internacional,2,1
26,2015,Cruzeiro,Vasco,-,2,2
26,2015,Sao Paulo,Chapecoense,-,0,0
26,2015,Flamengo,Coritiba,Coritiba,0,2
27,2015,Internacional,Figueirense,-,1,1
27,2015,Palmeiras,Gremio,Palmeiras,3,2
27,2015,Ponte Preta,Fluminense,Ponte Preta,3,1
27,2015,Goias,Joinville,Goias,3,0
27,2015,Corinthians,Santos,Corinthians,2,0
27,2015,Atletico-MG,Flamengo,Atletico-MG,4,1
27,2015,Vasco,Sport,Vasco,2,1
27,2015,Avai,Sao Paulo,Avai,2,1
27,2015,Coritiba,Athletico-PR,Coritiba,2,0
27,2015,Chapecoense,Cruzeiro,Cruzeiro,0,2
28,2015,Fluminense,Goias,Fluminense,2,0
28,2015,Gremio,Avai,Gremio,3,1
28,2015,Athletico-PR,Ponte Preta,Ponte Preta,1,2
28,2015,Santos,Internacional,Santos,3,1
28,2015,Flamengo,Vasco,Vasco,1,2
28,2015,Joinville,Atletico-MG,-,2,2
28,2015,Figueirense,Corinthians,Corinthians,1,3
28,2015,Sao Paulo,Palmeiras,-,1,1
28,2015,Sport,Chapecoense,Sport,3,0
28,2015,Cruzeiro,Coritiba,Cruzeiro,2,0
29,2015,Internacional,Sport,Internacional,2,1
29,2015,Coritiba,Atletico-MG,Atletico-MG,0,3
29,2015,Sao Paulo,Athletico-PR,Sao Paulo,1,0
29,2015,Flamengo,Joinville,Flamengo,2,0
29,2015,Avai,Vasco,-,1,1
29,2015,Goias,Figueirense,Figueirense,2,3
29,2015,Cruzeiro,Gremio,-,0,0
29,2015,Ponte Preta,Corinthians,-,2,2
29,2015,Santos,Fluminense,Santos,3,1
29,2015,Chapecoense,Palmeiras,Chapecoense,5,1
30,2015,Atletico-MG,Internacional,Atletico-MG,2,1
30,2015,Sport,Avai,Sport,3,0
30,2015,Joinville,Coritiba,Joinville,3,1
30,2015,Figueirense,Flamengo,Figueirense,3,0
30,2015,Palmeiras,Ponte Preta,Ponte Preta,0,1
30,2015,Fluminense,Sao Paulo,Fluminense,2,0
30,2015,Athletico-PR,Cruzeiro,-,2,2
30,2015,Corinthians,Goias,Corinthians,3,0
30,2015,Vasco,Chapecoense,-,1,1
30,2015,Gremio,Santos,Gremio,1,0
31,2015,Avai,Palmeiras,Palmeiras,1,3
31,2015,Joinville,Figueirense,Joinville,1,0
31,2015,Cruzeiro,Fluminense,Cruzeiro,2,0
31,2015,Ponte Preta,Coritiba,Ponte Preta,3,0
31,2015,Athletico-PR,Corinthians,Corinthians,1,4
31,2015,Sao Paulo,Vasco,-,2,2
31,2015,Flamengo,Internacional,Internacional,0,1
31,2015,Gremio,Chapecoense,Chapecoense,2,3
31,2015,Santos,Goias,Santos,3,1
31,2015,Sport,Atletico-MG,Sport,4,1
32,2015,Fluminense,Athletico-PR,Athletico-PR,0,1
32,2015,Internacional,Joinville,Internacional,1,0
32,2015,Figueirense,Santos,-,0,0
32,2015,Palmeiras,Sport,Sport,0,2
32,2015,Chapecoense,Avai,-,0,0
32,2015,Corinthians,Flamengo,Corinthians,1,0
32,2015,Vasco,Gremio,-,0,0
32,2015,Coritiba,Sao Paulo,Sao Paulo,1,2
32,2015,Goias,Cruzeiro,Cruzeiro,0,1
32,2015,Atletico-MG,Ponte Preta,Atletico-MG,2,1
33,2015,Sao Paulo,Sport,Sao Paulo,3,0
33,2015,Avai,Cruzeiro,-,1,1
33,2015,Ponte Preta,Joinville,Ponte Preta,1,0
33,2015,Coritiba,Figueirense,-,1,1
33,2015,Gremio,Flamengo,Gremio,2,0
33,2015,Atletico-MG,Corinthians,Corinthians,0,3
33,2015,Chapecoense,Athletico-PR,-,0,0
33,2015,Santos,Palmeiras,Santos,2,1
33,2015,Vasco,Fluminense,Fluminense,0,1
33,2015,Goias,Internacional,Goias,2,1
34,2015,Internacional,Ponte Preta,Internacional,1,0
34,2015,Corinthians,Coritiba,Corinthians,2,1
34,2015,Athletico-PR,Avai,Athletico-PR,2,1
34,2015,Fluminense,Chapecoense,Chapecoense,2,3
34,2015,Flamengo,Goias,Flamengo,4,1
34,2015,Cruzeiro,Sao Paulo,Cruzeiro,2,1
34,2015,Figueirense,Atletico-MG,Atletico-MG,0,1
34,2015,Palmeiras,Vasco,Vasco,0,2
34,2015,Joinville,Santos,-,0,0
34,2015,Sport,Gremio,Sport,1,0
35,2015,Cruzeiro,Sport,Cruzeiro,3,0
35,2015,Goias,Coritiba,Coritiba,1,3
35,2015,Ponte Preta,Figueirense,Figueirense,0,1
35,2015,Athletico-PR,Palmeiras,-,3,3
35,2015,Avai,Joinville,Avai,2,1
35,2015,Gremio,Fluminense,Gremio,1,0
35,2015,Chapecoense,Internacional,Chapecoense,1,0
35,2015,Sao Paulo,Atletico-MG,Sao Paulo,4,2
35,2015,Santos,Flamengo,-,0,0
35,2015,Vasco,Corinthians,-,1,1
36,2015,Palmeiras,Cruzeiro,-,1,1
36,2015,Atletico-MG,Goias,-,2,2
36,2015,Internacional,Gremio,Internacional,1,0
36,2015,Corinthians,Sao Paulo,Corinthians,6,1
36,2015,Figueirense,Chapecoense,-,0,0
36,2015,Joinville,Vasco,Vasco,1,2
36,2015,Flamengo,Ponte Preta,-,1,1
36,2015,Fluminense,Avai,Fluminense,3,1
36,2015,Coritiba,Santos,Coritiba,1,0
36,2015,Sport,Athletico-PR,-,0,0
37,2015,Sao Paulo,Figueirense,Sao Paulo,3,2
37,2015,Fluminense,Internacional,-,1,1
37,2015,Avai,Ponte Preta,Avai,1,0
37,2015,Cruzeiro,Joinville,Cruzeiro,3,0
37,2015,Gremio,Atletico-MG,Gremio,2,1
37,2015,Sport,Corinthians,Sport,2,0
37,2015,Palmeiras,Coritiba,Coritiba,0,2
37,2015,Chapecoense,Goias,Goias,1,3
37,2015,Vasco,Santos,Vasco,1,0
37,2015,Athletico-PR,Flamengo,Athletico-PR,3,0
38,2015,Joinville,Gremio,Gremio,0,2
38,2015,Flamengo,Palmeiras,Palmeiras,1,2
38,2015,Santos,Athletico-PR,Santos,5,1
38,2015,Atletico-MG,Chapecoense,Atletico-MG,3,0
38,2015,Ponte Preta,Sport,Sport,0,1
38,2015,Internacional,Cruzeiro,Internacional,2,0
38,2015,Figueirense,Fluminense,Figueirense,1,0
38,2015,Goias,Sao Paulo,Sao Paulo,0,1
38,2015,Corinthians,Avai,-,1,1
38,2015,Coritiba,Vasco,-,0,0
1,2016,Flamengo,Sport,Flamengo,1,0
1,2016,Palmeiras,Athletico-PR,Palmeiras,4,0
1,2016,Atletico-MG,Santos,Atletico-MG,1,0
1,2016,Coritiba,Cruzeiro,Coritiba,1,0
1,2016,Santa Cruz,Vitoria,Santa Cruz,4,1
1,2016,Botafogo-RJ,Sao Paulo,Sao Paulo,0,1
1,2016,America-MG,Fluminense,Fluminense,0,1
1,2016,Figueirense,Ponte Preta,-,0,0
1,2016,Corinthians,Gremio,-,0,0
1,2016,Internacional,Chapecoense,-,0,0
2,2016,Ponte Preta,Palmeiras,Ponte Preta,2,1
2,2016,Fluminense,Santa Cruz,-,2,2
2,2016,Cruzeiro,Figueirense,-,2,2
2,2016,Santos,Coritiba,Santos,2,1
2,2016,Athletico-PR,Atletico-MG,-,1,1
2,2016,Vitoria,Corinthians,Vitoria,3,2
2,2016,Chapecoense,America-MG,Chapecoense,3,1
2,2016,Sao Paulo,Internacional,Internacional,1,2
2,2016,Gremio,Flamengo,Gremio,1,0
2,2016,Sport,Botafogo-RJ,-,1,1
3,2016,Figueirense,Santos,-,2,2
3,2016,Botafogo-RJ,Athletico-PR,Botafogo-RJ,2,1
3,2016,Flamengo,Chapecoense,-,2,2
3,2016,America-MG,Vitoria,-,1,1
3,2016,Santa Cruz,Cruzeiro,Santa Cruz,4,1
3,2016,Coritiba,Sao Paulo,-,1,1
3,2016,Palmeiras,Fluminense,Palmeiras,2,0
3,2016,Corinthians,Ponte Preta,Corinthians,3,0
3,2016,Internacional,Sport,Internacional,1,0
3,2016,Atletico-MG,Gremio,Gremio,0,3
4,2016,Cruzeiro,America-MG,-,1,1
4,2016,Athletico-PR,Figueirense,Athletico-PR,2,1
4,2016,Chapecoense,Santa Cruz,-,1,1
4,2016,Ponte Preta,Flamengo,Flamengo,1,2
4,2016,Sport,Corinthians,Corinthians,0,2
4,2016,Fluminense,Botafogo-RJ,Fluminense,1,0
4,2016,Vitoria,Atletico-MG,-,1,1
4,2016,Sao Paulo,Palmeiras,Sao Paulo,1,0
4,2016,Gremio,Coritiba,Gremio,2,0
4,2016,Santos,Internacional,Internacional,0,1
5,2016,Internacional,Athletico-PR,Internacional,1,0
5,2016,Coritiba,Chapecoense,Chapecoense,3,4
5,2016,Santa Cruz,Sport,Sport,0,1
5,2016,Corinthians,Santos,Corinthians,1,0
5,2016,Atletico-MG,Fluminense,-,1,1
5,2016,Botafogo-RJ,Cruzeiro,Cruzeiro,0,1
5,2016,Figueirense,Sao Paulo,Figueirense,1,0
5,2016,America-MG,Ponte Preta,Ponte Preta,1,2
5,2016,Flamengo,Vitoria,Flamengo,1,0
5,2016,Palmeiras,Gremio,Palmeiras,4,3
6,2016,Athletico-PR,Santa Cruz,Athletico-PR,1,0
6,2016,Chapecoense,Fluminense,-,0,0
6,2016,Corinthians,Coritiba,Corinthians,2,1
6,2016,America-MG,Figueirense,America-MG,1,0
6,2016,Santos,Botafogo-RJ,Santos,3,0
6,2016,Vitoria,Internacional,Vitoria,1,0
6,2016,Sport,Atletico-MG,-,4,4
6,2016,Gremio,Ponte Preta,Gremio,1,0
6,2016,Flamengo,Palmeiras,Palmeiras,1,2
6,2016,Cruzeiro,Sao Paulo,Sao Paulo,0,1
7,2016,Internacional,America-MG,Internacional,3,1
7,2016,Ponte Preta,Chapecoense,Ponte Preta,2,1
7,2016,Fluminense,Gremio,-,1,1
7,2016,Sao Paulo,Athletico-PR,Athletico-PR,1,2
7,2016,Botafogo-RJ,Vitoria,-,1,1
7,2016,Coritiba,Sport,Coritiba,3,2
7,2016,Atletico-MG,Cruzeiro,Cruzeiro,2,3
7,2016,Palmeiras,Corinthians,Palmeiras,1,0
7,2016,Figueirense,Flamengo,Figueirense,1,0
7,2016,Santa Cruz,Santos,Santos,0,2
8,2016,Ponte Preta,Athletico-PR,Ponte Preta,3,2
8,2016,Chapecoense,Gremio,-,3,3
8,2016,Sao Paulo,Vitoria,Sao Paulo,2,0
8,2016,Botafogo-RJ,America-MG,Botafogo-RJ,3,1
8,2016,Santa Cruz,Figueirense,Santa Cruz,1,0
8,2016,Santos,Sport,Santos,2,0
8,2016,Coritiba,Palmeiras,-,2,2
8,2016,Cruzeiro,Flamengo,Flamengo,0,1
8,2016,Internacional,Atletico-MG,Internacional,2,0
8,2016,Fluminense,Corinthians,Fluminense,1,0
9,2016,Palmeiras,Santa Cruz,Palmeiras,3,1
9,2016,Athletico-PR,Santos,Athletico-PR,1,0
9,2016,America-MG,Coritiba,America-MG,2,1
9,2016,Atletico-MG,Ponte Preta,Atletico-MG,3,0
9,2016,Vitoria,Chapecoense,Chapecoense,1,2
9,2016,Corinthians,Botafogo-RJ,Corinthians,3,1
9,2016,Sport,Fluminense,Sport,2,1
9,2016,Flamengo,Sao Paulo,-,2,2
9,2016,Figueirense,Internacional,Figueirense,3,2
9,2016,Gremio,Cruzeiro,Gremio,2,0
10,2016,Palmeiras,America-MG,Palmeiras,2,0
10,2016,Ponte Preta,Cruzeiro,Cruzeiro,0,4
10,2016,Botafogo-RJ,Figueirense,-,0,0
10,2016,Santa Cruz,Flamengo,Flamengo,0,1
10,2016,Fluminense,Santos,Santos,2,4
10,2016,Atletico-MG,Corinthians,Atletico-MG,2,1
10,2016,Gremio,Vitoria,Vitoria,1,2
10,2016,Chapecoense,Athletico-PR,-,0,0
10,2016,Sao Paulo,Sport,-,0,0
10,2016,Coritiba,Internacional,-,1,1
11,2016,Cruzeiro,Palmeiras,Cruzeiro,2,1
11,2016,Corinthians,Santa Cruz,Corinthians,2,1
11,2016,America-MG,Atletico-MG,Atletico-MG,0,1
11,2016,Flamengo,Fluminense,Fluminense,1,2
11,2016,Vitoria,Ponte Preta,-,1,1
11,2016,Internacional,Botafogo-RJ,Botafogo-RJ,2,3
11,2016,Athletico-PR,Gremio,Athletico-PR,2,0
11,2016,Santos,Sao Paulo,Santos,3,0
11,2016,Figueirense,Coritiba,-,0,0
